drug_name,list_of_conditions,inn_name,brand_names,type_of_action
imipramine,depression,imipramine,tofranil,inhibitor
iproniazid,depression,iproniazid,marsilid,inhibitor
isocarboxazid,depression,isocarboxazid,marplan,inhibitor
levomilnacipran,depression,levomilnacipran,fetzima,modulator
maprotiline,depression,maprotiline,ludiomil*maprotiline hydrochloride,inhibitor
maprotiline,anxiety,maprotiline,ludiomil*maprotiline hydrochloride,inhibitor
minaprine,depression,minaprine,cantor,antagonist
minaprine,depression,minaprine,brantur*isopulsan,antagonist
mirtazapine,depression,mirtazapine,remeron*mirataz,antagonist
moclobemide,depression,moclobemide,manerix,inhibitor
moclobemide,bipolar disorder,moclobemide,manerix,inhibitor
nd1251,depression,,,agonist
nd1251,depression,,,inhibitor
nortriptyline,depression,nortriptyline,pamelor,modulator
nortriptyline,depression,nortriptyline,aventyl,modulator
org-34517,depression,,,antagonist
osanetant,depression,osanetant,,antagonist
osanetant,schizophrenia,osanetant,,antagonist
oxitriptan,depression,oxitriptan,triptum*tript-oh*levotonine*levothym*oxyfan,
oxitriptan,depression,oxitriptan,cincofarm*telesol,
paroxetine,depression,paroxetine,paxil,modulator
paroxetine,anxiety,paroxetine,paxil,modulator
paroxetine,panic disorders,paroxetine,paxil,modulator
paroxetine,menopausal conditions,paroxetine,paxil,modulator
paroxetine,obsessive compulsive disorder,paroxetine,paxil,modulator
paroxetine,depression,paroxetine,brisdelle*pexeva,modulator
paroxetine,anxiety,paroxetine,brisdelle*pexeva,modulator
paroxetine,panic disorders,paroxetine,brisdelle*pexeva,modulator
paroxetine,menopausal conditions,paroxetine,brisdelle*pexeva,modulator
paroxetine,obsessive compulsive disorder,paroxetine,brisdelle*pexeva,modulator
progabide,depression,progabide,gabren*gabrene,agonist
progabide,anxiety,progabide,gabren*gabrene,agonist
progabide,epilepsy,progabide,gabren*gabrene,agonist
progabide,schizophrenia,progabide,gabren*gabrene,agonist
progabide,parkinson's disease,progabide,gabren*gabrene,agonist
protriptyline,depression,protriptyline,protriptyline hydrochloride* mk-240*vivactil*concordin,inhibitor
protriptyline,depression,protriptyline,amimethyline,inhibitor
r1204,depression,,,modulator
selegiline,parkinson's disease,selegiline,zelapar,inhibitor
selegiline,parkinson's disease,selegiline,emsam* selegiline hydrochloride,inhibitor
selegiline,parkinson's disease,selegiline,zelapar,antagonist
selegiline,parkinson's disease,selegiline,emsam* selegiline hydrochloride,antagonist
setiptiline,depression,setiptiline,tecipul,antagonist
toloxatone,depression,toloxatone,humoryl,inhibitor
tranylcypromine,depression,tranylcypromine,parnate*tranylcypromine sulfate,inhibitor
trazodone,depression,trazodone,desyrel*reslin,modulator
trazodone,depression,trazodone,oleptro*trialodine,modulator
trimipramine,depression,trimipramine,sapilent*surmontil,inhibitor
trimipramine,depression,trimipramine,rhotrimine*trimipramine maleate,inhibitor
vilazodone,depression,vilazodone,viibryd,modulator
vortioxetine,depression,vortioxetine,trintellix,inhibitor
vortioxetine,depression,vortioxetine,brintellix,inhibitor
insulin human,diabetes,insulin human,novolin n,binder
insulin human,diabetes,insulin human,insuman,binder
insulin human,diabetes,insulin human,afrezza,binder
insulin human,diabetes,insulin human,insulatard,binder
insulin human,diabetes,insulin human,humulin r,binder
insulin human,diabetes,insulin human,actraphane,binder
insulin human,diabetes,insulin human,humulin,binder
insulin human,diabetes,insulin human,humulin n,binder
insulin human,diabetes,insulin human,novolin r,binder
insulin human,diabetes,insulin human,exubera,binder
insulin human,diabetes,insulin human,actrapid,binder
insulin human,diabetes,insulin human,myxredlin,binder
insulin human,diabetes,insulin human,entuzity,binder
insulin human,diabetes,insulin human,novolin,binder
acamprosate,alcohol addiction,acamprosate,campral*acamprosate calcium,positive modulator
acamprosate,alcohol addiction,acamprosate,campral*acamprosate calcium,agonist
naltrexone,alcohol addiction,naltrexone,contrave*naltrexone hydrochloride*naldix*revia*mysimba*embeda*vivitrol,antagonist
caffeine,depression,caffeine,bc original formula,antagonist
caffeine,depression,caffeine,diurex,antagonist
caffeine,depression,caffeine,vanatol s,antagonist
caffeine,depression,caffeine,vtol,antagonist
caffeine,depression,caffeine,vanquish,antagonist
caffeine,depression,caffeine,esgic,antagonist
caffeine,depression,caffeine,exaprin,antagonist
caffeine,depression,caffeine,midol complete,antagonist
caffeine,depression,caffeine,peyona,antagonist
caffeine,depression,caffeine,fiorinal,antagonist
caffeine,depression,caffeine,arthriten inflammatory pain,antagonist
caffeine,depression,caffeine,anacin,antagonist
caffeine,depression,caffeine,zebutal,antagonist
caffeine,depression,caffeine,dvorah,antagonist
caffeine,depression,caffeine,migergot,antagonist
caffeine,depression,caffeine,trianal,antagonist
caffeine,depression,caffeine,bc arthritis,antagonist
caffeine,depression,caffeine,orbivan,antagonist
caffeine,depression,caffeine,fioricet,antagonist
caffeine,depression,caffeine,trianal c,antagonist
caffeine,depression,caffeine,excedrin,antagonist
caffeine,depression,caffeine,orphengesic,antagonist
caffeine,depression,caffeine,trezix,antagonist
caffeine,depression,caffeine,midol cramps & bodyaches,antagonist
caffeine,depression,caffeine,cafcit,antagonist
caffeine,depression,caffeine,ascomp,antagonist
caffeine,depression,caffeine,norgesic forte,antagonist
caffeine,depression,caffeine,goody's headache relief shot,antagonist
caffeine,depression,caffeine,cafergot,antagonist
caffeine,depression,caffeine,goody's pm,antagonist
caffeine,depression,caffeine,vanatol,antagonist
caffeine,depression,caffeine,excedrin tension headache,antagonist
caffeine,depression,caffeine,vivarin,antagonist
caffeine,depression,caffeine,triatec-8,antagonist
caffeine,depression,caffeine,fioricet with codeine,antagonist
caffeine,depression,caffeine,goody's extra strength,antagonist
caffeine,depression,caffeine,pamprin max formula,antagonist
caffeine,depression,caffeine,stanback headache powder reformulated jan 2011,antagonist
caffeine,depression,caffeine,triatec,antagonist
carbamazepine,seizures,carbamazepine,tegretol,modulator
carbamazepine,analgesic,carbamazepine,tegretol,modulator
carbamazepine,seizures,carbamazepine,carnexiv,modulator
carbamazepine,analgesic,carbamazepine,carnexiv,modulator
carbamazepine,seizures,carbamazepine,equetro,modulator
carbamazepine,analgesic,carbamazepine,equetro,modulator
carbamazepine,seizures,carbamazepine,carbatrol,modulator
carbamazepine,analgesic,carbamazepine,carbatrol,modulator
carbamazepine,seizures,carbamazepine,epitol,modulator
carbamazepine,analgesic,carbamazepine,epitol,modulator
lidocaine,anesthetic,lidocaine,band-aid hurt-free,blocker
lidocaine,anesthetic,lidocaine,lido-prilo caine pack,blocker
lidocaine,anesthetic,lidocaine,readysharp-p80,blocker
lidocaine,anesthetic,lidocaine,instillagel,blocker
lidocaine,anesthetic,lidocaine,alivio,blocker
lidocaine,anesthetic,lidocaine,octocaine with epinephrine,blocker
lidocaine,anesthetic,lidocaine,triple antibiotic,blocker
lidocaine,anesthetic,lidocaine,viadur,blocker
lidocaine,anesthetic,lidocaine,xylocaine with epinephrine,blocker
lidocaine,anesthetic,lidocaine,xylocard,blocker
lidocaine,anesthetic,lidocaine,cathejell,blocker
lidocaine,anesthetic,lidocaine,relador,blocker
lidocaine,anesthetic,lidocaine,fortacin,blocker
lidocaine,anesthetic,lidocaine,max-freeze,blocker
lidocaine,anesthetic,lidocaine,venipuncture px1,blocker
lidocaine,anesthetic,lidocaine,curacaine,blocker
lidocaine,anesthetic,lidocaine,lignospan,blocker
lidocaine,anesthetic,lidocaine,octocaine,blocker
lidocaine,anesthetic,lidocaine,oraqix,blocker
lidocaine,anesthetic,lidocaine,dermacinrx prikaan,blocker
lidocaine,anesthetic,lidocaine,readysharp-p40,blocker
lidocaine,anesthetic,lidocaine,xylocaine,blocker
lidocaine,anesthetic,lidocaine,p-care,blocker
lidocaine,anesthetic,lidocaine,anodyne lpt,blocker
lidocaine,anesthetic,lidocaine,procomycin,blocker
lidocaine,anesthetic,lidocaine,lidopril,blocker
lidocaine,anesthetic,lidocaine,xylonor,blocker
lidocaine,anesthetic,lidocaine,emla,blocker
lidocaine,anesthetic,lidocaine,marcaine,blocker
lidocaine,anesthetic,lidocaine,synera,blocker
lidocaine,anesthetic,lidocaine,lidotral,blocker
lidocaine,anesthetic,lidocaine,dermacinrx lido v pak,blocker
lidocaine,anesthetic,lidocaine,p-care x,blocker
lidocaine,anesthetic,lidocaine,lidodan,blocker
lidocaine,anesthetic,lidocaine,lidopro,blocker
lidocaine,anesthetic,lidocaine,medi-derm with lidocaine,blocker
lidocaine,anesthetic,lidocaine,neo-bex,blocker
lidocaine,anesthetic,lidocaine,depo-medrol with lidocaine,blocker
lidocaine,anesthetic,lidocaine,ztlido,blocker
lidocaine,anesthetic,lidocaine,diphen,blocker
lidocaine,anesthetic,lidocaine,lidothol,blocker
lidocaine,anesthetic,lidocaine,astero,blocker
lidocaine,anesthetic,lidocaine,pliaglis,blocker
lidocaine,anesthetic,lidocaine,anestacon,blocker
lidocaine,anesthetic,lidocaine,lido bdk,blocker
lidocaine,anesthetic,lidocaine,zingo,blocker
lidocaine,anesthetic,lidocaine,akten,blocker
lidocaine,anesthetic,lidocaine,prizotral,blocker
lidocaine,anesthetic,lidocaine,lidopac,blocker
lidocaine,anesthetic,lidocaine,kenalog,blocker
lidocaine,anesthetic,lidocaine,agoneaze,blocker
lidocaine,anesthetic,lidocaine,glydo,blocker
lidocaine,anesthetic,lidocaine,lidoderm,blocker
lidocaine,anesthetic,lidocaine,readysharp-a,blocker
lidocaine,anesthetic,lidocaine,readysharp anesthetics plus ketorolac,blocker
lidocaine,anesthetic,lidocaine,dermacinrx phn pak,blocker
lidocaine,anesthetic,lidocaine,prilolid,blocker
sertraline,depression,sertraline,sertraline hydrochloride,inhibitor
sertraline,anxiety,sertraline,sertraline hydrochloride,inhibitor
sertraline,panic disorders,sertraline,sertraline hydrochloride,inhibitor
sertraline,obsessive compulsive disorder,sertraline,sertraline hydrochloride,inhibitor
sertraline,depression,sertraline,zoloft,inhibitor
sertraline,anxiety,sertraline,zoloft,inhibitor
sertraline,panic disorders,sertraline,zoloft,inhibitor
sertraline,obsessive compulsive disorder,sertraline,zoloft,inhibitor
donepezil,alzheimer's disease,donepezil,aricept,modulator
donepezil,alzheimer's disease,donepezil,namzaric,modulator
donepezil,alzheimer's disease,donepezil,adlarity,modulator
galantamine,alzheimer's disease,galantamine,razadyne,inhibitor
huperzine a,alzheimer's disease,huperzine a,,inhibitor
huperzine a,alzheimer's disease,huperzine a,,antagonist
memantine,alzheimer's disease,memantine,namenda 49 titration pack,modulator
memantine,alzheimer's disease,memantine,marixino,modulator
memantine,alzheimer's disease,memantine,axura,modulator
memantine,alzheimer's disease,memantine,namzaric,modulator
memantine,alzheimer's disease,memantine,namenda,modulator
memantine,alzheimer's disease,memantine,ebixa,modulator
rivastigmine,alzheimer's disease,rivastigmine,exelon,modulator
rivastigmine,alzheimer's disease,rivastigmine,nimvastid,modulator
rivastigmine,alzheimer's disease,rivastigmine,prometax,modulator
tacrine,alzheimer's disease,tacrine,tacrine,inhibitor
tiapride,alcohol addiction,tiapride,,inhibitor
tiapride,alcohol addiction,tiapride,,antagonist
desmopressin,diabetes,desmopressin,ddavp,agonist
desmopressin,diabetes,desmopressin,nocdurna,agonist
desmopressin,diabetes,desmopressin,octostim,agonist
desmopressin,diabetes,desmopressin,ddavp,modulator
desmopressin,diabetes,desmopressin,nocdurna,modulator
desmopressin,diabetes,desmopressin,octostim,modulator
medroxyprogesterone acetate,menopausal conditions,medroxyprogesterone acetate,provera,agonist
medroxyprogesterone acetate,menopausal conditions,medroxyprogesterone acetate,depo-provera,agonist
medroxyprogesterone acetate,menopausal conditions,medroxyprogesterone acetate,prempro 0.625/2.5 28 day,agonist
medroxyprogesterone acetate,menopausal conditions,medroxyprogesterone acetate,premphase 28 day,agonist
medroxyprogesterone acetate,menopausal conditions,medroxyprogesterone acetate,depo-subq provera,agonist
progesterone,menopausal conditions,progesterone,gesterol,agonist
progesterone,cancer,progesterone,gesterol,agonist
progesterone,contraceptive,progesterone,gesterol,agonist
progesterone,menopausal conditions,progesterone,milprosa,agonist
progesterone,cancer,progesterone,milprosa,agonist
progesterone,contraceptive,progesterone,milprosa,agonist
progesterone,menopausal conditions,progesterone,regumate,agonist
progesterone,cancer,progesterone,regumate,agonist
progesterone,contraceptive,progesterone,regumate,agonist
progesterone,menopausal conditions,progesterone,crinone,agonist
progesterone,cancer,progesterone,crinone,agonist
progesterone,contraceptive,progesterone,crinone,agonist
progesterone,menopausal conditions,progesterone,progesterone,agonist
progesterone,cancer,progesterone,progesterone,agonist
progesterone,contraceptive,progesterone,progesterone,agonist
progesterone,menopausal conditions,progesterone,progestin,agonist
progesterone,cancer,progesterone,progestin,agonist
progesterone,contraceptive,progesterone,progestin,agonist
progesterone,menopausal conditions,progesterone,syngestrone,agonist
progesterone,cancer,progesterone,syngestrone,agonist
progesterone,contraceptive,progesterone,syngestrone,agonist
progesterone,menopausal conditions,progesterone,prochieve,agonist
progesterone,cancer,progesterone,prochieve,agonist
progesterone,contraceptive,progesterone,prochieve,agonist
progesterone,menopausal conditions,progesterone,progesta-care,agonist
progesterone,cancer,progesterone,progesta-care,agonist
progesterone,contraceptive,progesterone,progesta-care,agonist
progesterone,menopausal conditions,progesterone,serenity for women,agonist
progesterone,cancer,progesterone,serenity for women,agonist
progesterone,contraceptive,progesterone,serenity for women,agonist
progesterone,menopausal conditions,progesterone,utrogestan,agonist
progesterone,cancer,progesterone,utrogestan,agonist
progesterone,contraceptive,progesterone,utrogestan,agonist
progesterone,menopausal conditions,progesterone,lutigest,agonist
progesterone,cancer,progesterone,lutigest,agonist
progesterone,contraceptive,progesterone,lutigest,agonist
progesterone,menopausal conditions,progesterone,progestasert,agonist
progesterone,cancer,progesterone,progestasert,agonist
progesterone,contraceptive,progesterone,progestasert,agonist
progesterone,menopausal conditions,progesterone,cyclogest,agonist
progesterone,cancer,progesterone,cyclogest,agonist
progesterone,contraceptive,progesterone,cyclogest,agonist
progesterone,menopausal conditions,progesterone,prometrium,agonist
progesterone,cancer,progesterone,prometrium,agonist
progesterone,contraceptive,progesterone,prometrium,agonist
progesterone,menopausal conditions,progesterone,endometrin,agonist
progesterone,cancer,progesterone,endometrin,agonist
progesterone,contraceptive,progesterone,endometrin,agonist
norethindrone,menopausal conditions,norethisterone,aygestin,agonist
norethindrone,contraceptive,norethisterone,aygestin,agonist
oxcarbazepine,seizures,oxcarbazepine,oxcarbazepine,blocker
perampanel,epilepsy,perampanel,fycompa,inhibitor
perampanel,seizures,perampanel,fycompa,inhibitor
perampanel,epilepsy,perampanel,fycompa,modulator
perampanel,seizures,perampanel,fycompa,modulator
phenytoin,epilepsy,phenytoin,hydantol,blocker
phenytoin,seizures,phenytoin,hydantol,blocker
phenytoin,epilepsy,phenytoin,dilantin,blocker
phenytoin,seizures,phenytoin,dilantin,blocker
phenytoin,epilepsy,phenytoin,phenytoin,blocker
phenytoin,seizures,phenytoin,phenytoin,blocker
phenytoin,epilepsy,phenytoin,phentytoin,blocker
phenytoin,seizures,phenytoin,phentytoin,blocker
phenytoin,epilepsy,phenytoin,dilantin-125,blocker
phenytoin,seizures,phenytoin,dilantin-125,blocker
phenytoin,epilepsy,phenytoin,dilantin-30,blocker
phenytoin,seizures,phenytoin,dilantin-30,blocker
phenytoin,epilepsy,phenytoin,diphenylhydantoin,blocker
phenytoin,seizures,phenytoin,diphenylhydantoin,blocker
phenytoin,epilepsy,phenytoin,dilabid,blocker
phenytoin,seizures,phenytoin,dilabid,blocker
talampanel,epilepsy,talampanel,,antagonist
zonisamide,epilepsy,zonisamide,zonegran*zonegran,blocker
zonisamide,seizures,zonisamide,zonegran*zonegran,blocker
zonisamide,epilepsy,zonisamide,zonisamide,blocker
zonisamide,seizures,zonisamide,zonisamide,blocker
acetazolamide,epilepsy,acetazolamide,acetazolamide,modulator
cannabidiol,seizures,cannabidiol,epidiolex,binder
cannabidiol,multiple sclerosis,cannabidiol,epidiolex,binder
cannabidiol,seizures,cannabidiol,sativex,binder
cannabidiol,multiple sclerosis,cannabidiol,sativex,binder
clobazam,seizures,clobazam,onfi,modulator
clobazam,seizures,clobazam,sympazan,modulator
clobazam,seizures,clobazam,onfi,antagonist
clobazam,seizures,clobazam,sympazan,antagonist
ethosuximide,epilepsy,ethosuximide,zarontin,blocker
ezogabine,seizures,ezogabine,trobalt,activator
ezogabine,seizures,ezogabine,potiga*potiga,activator
ezogabine,seizures,ezogabine,trobalt,modulator
ezogabine,seizures,ezogabine,potiga*potiga,modulator
felbamate,epilepsy,felbamate,felbatol,antagonist
felbamate,seizures,felbamate,felbatol,antagonist
lacosamide,seizures,lacosamide,vimpat,modulator
lacosamide,seizures,lacosamide,vimpat,inhibitor
levetiracetam,epilepsy,levetiracetam,roweepra,antagonist
levetiracetam,seizures,levetiracetam,roweepra,antagonist
levetiracetam,epilepsy,levetiracetam,elepsia,antagonist
levetiracetam,seizures,levetiracetam,elepsia,antagonist
levetiracetam,epilepsy,levetiracetam,spritam,antagonist
levetiracetam,seizures,levetiracetam,spritam,antagonist
levetiracetam,epilepsy,levetiracetam,keppra,antagonist
levetiracetam,seizures,levetiracetam,keppra,antagonist
levetiracetam,epilepsy,levetiracetam,matever,antagonist
levetiracetam,seizures,levetiracetam,matever,antagonist
levetiracetam,epilepsy,levetiracetam,roweepra,modulator
levetiracetam,seizures,levetiracetam,roweepra,modulator
levetiracetam,epilepsy,levetiracetam,elepsia,modulator
levetiracetam,seizures,levetiracetam,elepsia,modulator
levetiracetam,epilepsy,levetiracetam,spritam,modulator
levetiracetam,seizures,levetiracetam,spritam,modulator
levetiracetam,epilepsy,levetiracetam,keppra,modulator
levetiracetam,seizures,levetiracetam,keppra,modulator
levetiracetam,epilepsy,levetiracetam,matever,modulator
levetiracetam,seizures,levetiracetam,matever,modulator
phentermine,diabetes,phentermine,ionamin,inhibitor
phentermine,hypertension,phentermine,ionamin,inhibitor
phentermine,diabetes,phentermine,duromine,inhibitor
phentermine,hypertension,phentermine,duromine,inhibitor
phentermine,diabetes,phentermine,phentermine resin 30,inhibitor
phentermine,hypertension,phentermine,phentermine resin 30,inhibitor
phentermine,diabetes,phentermine,phentermine resin complex,inhibitor
phentermine,hypertension,phentermine,phentermine resin complex,inhibitor
dronabinol,cancer,dronabinol,syndros,agonist
dronabinol,cancer,dronabinol,sativex,agonist
dronabinol,cancer,dronabinol,marinol,agonist
milnacipran,depression,milnacipran,,inhibitor
vigabatrin,seizures,vigabatrin,sabril,inhibitor
brimonidine,hypertension,brimonidine,,modulator
brimonidine,hypertension,brimonidine,,agonist
allopurinol,cancer,allopurinol,zyloprim,inhibitor
allopurinol,cancer,allopurinol,aloprim,inhibitor
colchicine,stroke,colchicine,gloperba,binder
colchicine,stroke,colchicine,mitigare,binder
colchicine,stroke,colchicine,colcrys,binder
mecasermin,thyroid disorders,mecasermin,increlex,inhibitor
almotriptan,migraine,almotriptan,axert,agonist
carvedilol,hypertension,carvedilol,coreg,antagonist
tetrabenazine,tourette's syndrome,tetrabenazine,nitoman,blocker
tetrabenazine,huntington's disease,tetrabenazine,nitoman,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,nitoman,blocker
tetrabenazine,tourette's syndrome,tetrabenazine,revocon,blocker
tetrabenazine,huntington's disease,tetrabenazine,revocon,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,revocon,blocker
tetrabenazine,tourette's syndrome,tetrabenazine,xenazine 25,blocker
tetrabenazine,huntington's disease,tetrabenazine,xenazine 25,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,xenazine 25,blocker
tetrabenazine,tourette's syndrome,tetrabenazine,tetrabenazine,blocker
tetrabenazine,huntington's disease,tetrabenazine,tetrabenazine,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,tetrabenazine,blocker
tetrabenazine,tourette's syndrome,tetrabenazine,tetmodis,blocker
tetrabenazine,huntington's disease,tetrabenazine,tetmodis,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,tetmodis,blocker
tetrabenazine,tourette's syndrome,tetrabenazine,xenazine,blocker
tetrabenazine,huntington's disease,tetrabenazine,xenazine,blocker
tetrabenazine,tardive dyskinesia,tetrabenazine,xenazine,blocker
lovastatin,multiple sclerosis,lovastatin,altoprev,inhibitor
lovastatin,stroke,lovastatin,altoprev,inhibitor
lovastatin,diabetes,lovastatin,altoprev,inhibitor
lovastatin,multiple sclerosis,lovastatin,advicor,inhibitor
lovastatin,stroke,lovastatin,advicor,inhibitor
lovastatin,diabetes,lovastatin,advicor,inhibitor
pravastatin,multiple sclerosis,pravastatin,,inhibitor
pravastatin,stroke,pravastatin,,inhibitor
rosuvastatin,multiple sclerosis,rosuvastatin,,inhibitor
rosuvastatin,stroke,rosuvastatin,,inhibitor
rosuvastatin,diabetes,rosuvastatin,,inhibitor
simvastatin,multiple sclerosis,simvastatin,zocor heart-pro,inhibitor
simvastatin,stroke,simvastatin,zocor heart-pro,inhibitor
simvastatin,diabetes,simvastatin,zocor heart-pro,inhibitor
simvastatin,multiple sclerosis,simvastatin,ranzolont,inhibitor
simvastatin,stroke,simvastatin,ranzolont,inhibitor
simvastatin,diabetes,simvastatin,ranzolont,inhibitor
simvastatin,multiple sclerosis,simvastatin,zocor,inhibitor
simvastatin,stroke,simvastatin,zocor,inhibitor
simvastatin,diabetes,simvastatin,zocor,inhibitor
simvastatin,multiple sclerosis,simvastatin,simvastatin,inhibitor
simvastatin,stroke,simvastatin,simvastatin,inhibitor
simvastatin,diabetes,simvastatin,simvastatin,inhibitor
simvastatin,multiple sclerosis,simvastatin,lacersa,inhibitor
simvastatin,stroke,simvastatin,lacersa,inhibitor
simvastatin,diabetes,simvastatin,lacersa,inhibitor
simvastatin,multiple sclerosis,simvastatin,flolipid,inhibitor
simvastatin,stroke,simvastatin,flolipid,inhibitor
simvastatin,diabetes,simvastatin,flolipid,inhibitor
simvastatin,multiple sclerosis,simvastatin,simvador,inhibitor
simvastatin,stroke,simvastatin,simvador,inhibitor
simvastatin,diabetes,simvastatin,simvador,inhibitor
amiloride,hypertension,amiloride,midamor,blocker
losartan,stroke,losartan,cozaar,antagonist
losartan,diabetes,losartan,cozaar,antagonist
losartan,hypertension,losartan,cozaar,antagonist
losartan,stroke,losartan,hyzaar,antagonist
losartan,diabetes,losartan,hyzaar,antagonist
losartan,hypertension,losartan,hyzaar,antagonist
nilvadipine,hypertension,nilvadipine,,inhibitor
propranolol,multiple sclerosis,propranolol,lopranol la,antagonist
propranolol,migraine,propranolol,lopranol la,antagonist
propranolol,hypertension,propranolol,lopranol la,antagonist
propranolol,multiple sclerosis,propranolol,bedranol,antagonist
propranolol,migraine,propranolol,bedranol,antagonist
propranolol,hypertension,propranolol,bedranol,antagonist
propranolol,multiple sclerosis,propranolol,inderal,antagonist
propranolol,migraine,propranolol,inderal,antagonist
propranolol,hypertension,propranolol,inderal,antagonist
propranolol,multiple sclerosis,propranolol,bedranol s.r.,antagonist
propranolol,migraine,propranolol,bedranol s.r.,antagonist
propranolol,hypertension,propranolol,bedranol s.r.,antagonist
propranolol,multiple sclerosis,propranolol,propanix la,antagonist
propranolol,migraine,propranolol,propanix la,antagonist
propranolol,hypertension,propranolol,propanix la,antagonist
propranolol,multiple sclerosis,propranolol,berkolol,antagonist
propranolol,migraine,propranolol,berkolol,antagonist
propranolol,hypertension,propranolol,berkolol,antagonist
propranolol,multiple sclerosis,propranolol,probeta la,antagonist
propranolol,migraine,propranolol,probeta la,antagonist
propranolol,hypertension,propranolol,probeta la,antagonist
propranolol,multiple sclerosis,propranolol,propranolol hydrochloride,antagonist
propranolol,migraine,propranolol,propranolol hydrochloride,antagonist
propranolol,hypertension,propranolol,propranolol hydrochloride,antagonist
propranolol,multiple sclerosis,propranolol,propanix-80,antagonist
propranolol,migraine,propranolol,propanix-80,antagonist
propranolol,hypertension,propranolol,propanix-80,antagonist
propranolol,multiple sclerosis,propranolol,hemangeol,antagonist
propranolol,migraine,propranolol,hemangeol,antagonist
propranolol,hypertension,propranolol,hemangeol,antagonist
propranolol,multiple sclerosis,propranolol,angilol,antagonist
propranolol,migraine,propranolol,angilol,antagonist
propranolol,hypertension,propranolol,angilol,antagonist
propranolol,multiple sclerosis,propranolol,tesnol,antagonist
propranolol,migraine,propranolol,tesnol,antagonist
propranolol,hypertension,propranolol,tesnol,antagonist
propranolol,multiple sclerosis,propranolol,slo-pro,antagonist
propranolol,migraine,propranolol,slo-pro,antagonist
propranolol,hypertension,propranolol,slo-pro,antagonist
propranolol,multiple sclerosis,propranolol,innopran xl,antagonist
propranolol,migraine,propranolol,innopran xl,antagonist
propranolol,hypertension,propranolol,innopran xl,antagonist
propranolol,multiple sclerosis,propranolol,propatard la,antagonist
propranolol,migraine,propranolol,propatard la,antagonist
propranolol,hypertension,propranolol,propatard la,antagonist
propranolol,multiple sclerosis,propranolol,dupromex,antagonist
propranolol,migraine,propranolol,dupromex,antagonist
propranolol,hypertension,propranolol,dupromex,antagonist
propranolol,multiple sclerosis,propranolol,half-inderal la,antagonist
propranolol,migraine,propranolol,half-inderal la,antagonist
propranolol,hypertension,propranolol,half-inderal la,antagonist
propranolol,multiple sclerosis,propranolol,lederpronol,antagonist
propranolol,migraine,propranolol,lederpronol,antagonist
propranolol,hypertension,propranolol,lederpronol,antagonist
propranolol,multiple sclerosis,propranolol,propanix-10,antagonist
propranolol,migraine,propranolol,propanix-10,antagonist
propranolol,hypertension,propranolol,propanix-10,antagonist
propranolol,multiple sclerosis,propranolol,cardinol,antagonist
propranolol,migraine,propranolol,cardinol,antagonist
propranolol,hypertension,propranolol,cardinol,antagonist
propranolol,multiple sclerosis,propranolol,propranolol hydrochloride intensol,antagonist
propranolol,migraine,propranolol,propranolol hydrochloride intensol,antagonist
propranolol,hypertension,propranolol,propranolol hydrochloride intensol,antagonist
propranolol,multiple sclerosis,propranolol,propanix-40,antagonist
propranolol,migraine,propranolol,propanix-40,antagonist
propranolol,hypertension,propranolol,propanix-40,antagonist
propranolol,multiple sclerosis,propranolol,apsolol,antagonist
propranolol,migraine,propranolol,apsolol,antagonist
propranolol,hypertension,propranolol,apsolol,antagonist
propranolol,multiple sclerosis,propranolol,half propatard la,antagonist
propranolol,migraine,propranolol,half propatard la,antagonist
propranolol,hypertension,propranolol,half propatard la,antagonist
propranolol,multiple sclerosis,propranolol,propanix-160 sr,antagonist
propranolol,migraine,propranolol,propanix-160 sr,antagonist
propranolol,hypertension,propranolol,propanix-160 sr,antagonist
propranolol,multiple sclerosis,propranolol,half beta-prograne mr,antagonist
propranolol,migraine,propranolol,half beta-prograne mr,antagonist
propranolol,hypertension,propranolol,half beta-prograne mr,antagonist
propranolol,multiple sclerosis,propranolol,sagittol,antagonist
propranolol,migraine,propranolol,sagittol,antagonist
propranolol,hypertension,propranolol,sagittol,antagonist
propranolol,multiple sclerosis,propranolol,slo-blok,antagonist
propranolol,migraine,propranolol,slo-blok,antagonist
propranolol,hypertension,propranolol,slo-blok,antagonist
propranolol,multiple sclerosis,propranolol,propanix-160,antagonist
propranolol,migraine,propranolol,propanix-160,antagonist
propranolol,hypertension,propranolol,propanix-160,antagonist
propranolol,multiple sclerosis,propranolol,rapranol sr,antagonist
propranolol,migraine,propranolol,rapranol sr,antagonist
propranolol,hypertension,propranolol,rapranol sr,antagonist
propranolol,multiple sclerosis,propranolol,innopran,antagonist
propranolol,migraine,propranolol,innopran,antagonist
propranolol,hypertension,propranolol,innopran,antagonist
propranolol,multiple sclerosis,propranolol,inderal la,antagonist
propranolol,migraine,propranolol,inderal la,antagonist
propranolol,hypertension,propranolol,inderal la,antagonist
propranolol,multiple sclerosis,propranolol,betadur cr,antagonist
propranolol,migraine,propranolol,betadur cr,antagonist
propranolol,hypertension,propranolol,betadur cr,antagonist
propranolol,multiple sclerosis,propranolol,beta-prograne mr,antagonist
